"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","House price index Detached houses","House price index Semi-detached houses","House price index Terraced houses","House price index Flats and maisonettes","Pivotable date"
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-10,7871,monthly,72.55,76.06,75.02,72.11,71.67,2011-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-11,7956,monthly,72.24,75.2,73.95,71.37,71.94,2011-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-12,8217,monthly,72.55,74.46,74.37,72.0,72.13,2011-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-01,6531,monthly,73.07,74.62,74.8,72.85,72.5,2012-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-02,6659,monthly,72.58,76.59,75.23,72.75,71.28,2012-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-03,9099,monthly,72.08,73.19,73.23,72.03,71.64,2012-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-04,5961,monthly,74.24,75.57,75.17,73.8,74.06,2012-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-05,7374,monthly,75.48,76.72,76.66,75.41,75.02,2012-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-06,8132,monthly,76.16,76.37,76.65,76.49,75.79,2012-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-07,8751,monthly,76.69,78.03,77.71,77.06,76.03,2012-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-08,9073,monthly,76.96,78.3,78.17,77.49,76.15,2012-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-09,7906,monthly,76.57,77.98,77.49,76.84,75.99,2012-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-10,8146,monthly,77.02,78.13,77.94,77.02,76.62,2012-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-11,8626,monthly,76.59,77.98,77.66,76.77,76.01,2012-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-12,7601,monthly,77.88,78.61,78.14,78.17,77.55,2012-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-01,6834,monthly,77.29,78.74,78.72,77.42,76.62,2013-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-02,6693,monthly,77.83,78.67,78.28,77.83,77.57,2013-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-03,7663,monthly,77.52,78.99,78.38,77.56,77.06,2013-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-04,7388,monthly,79.66,79.73,79.34,79.53,79.77,2013-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-05,9010,monthly,80.01,80.81,80.52,79.98,79.75,2013-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-06,8930,monthly,80.56,80.75,80.62,80.79,80.34,2013-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-07,10889,monthly,82.66,82.32,82.28,82.98,82.57,2013-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-08,11153,monthly,83.34,83.53,83.67,83.89,82.88,2013-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-09,10276,monthly,84.52,84.46,83.54,84.63,84.7,2013-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-10,10935,monthly,84.41,84.65,84.42,84.1,84.49,2013-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-11,11427,monthly,85.33,84.91,85.07,85.17,85.47,2013-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2013-12,10775,monthly,87.38,85.08,85.96,87.02,88.16,2013-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-01,9966,monthly,88.33,87.69,87.68,88.08,88.65,2014-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-02,9363,monthly,88.84,88.47,88.08,88.32,89.29,2014-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-03,9537,monthly,89.71,88.29,88.5,89.31,90.31,2014-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-04,9809,monthly,93.17,92.56,92.32,93.35,93.34,2014-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-05,10155,monthly,95.0,93.14,93.49,94.94,95.55,2014-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-06,10486,monthly,96.11,94.03,94.58,96.33,96.55,2014-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-07,11340,monthly,98.98,97.99,98.56,99.76,98.8,2014-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-08,11243,monthly,100.47,99.44,99.93,101.4,100.26,2014-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-09,10437,monthly,100.2,99.38,99.3,100.71,100.25,2014-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-10,10773,monthly,99.86,99.67,99.78,100.3,99.7,2014-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-11,9095,monthly,99.49,99.95,100.03,100.06,99.06,2014-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2014-12,9745,monthly,100.01,99.48,99.46,100.13,100.13,2014-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-01,8142,monthly,100.0,100.0,100.0,100.0,100.0,2015-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-02,7937,monthly,100.48,100.67,100.38,100.49,100.48,2015-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-03,8847,monthly,100.46,100.43,100.46,100.41,100.49,2015-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-04,8323,monthly,101.89,102.17,101.81,102.49,101.56,2015-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-05,9059,monthly,103.22,101.98,102.87,103.24,103.42,2015-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-06,10721,monthly,104.13,103.85,104.49,105.56,103.3,2015-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-07,11980,monthly,107.15,105.96,107.26,108.49,106.52,2015-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-08,10499,monthly,108.27,108.39,109.13,109.78,107.22,2015-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-09,10686,monthly,109.16,110.37,109.56,110.22,108.37,2015-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-10,10926,monthly,109.34,110.94,111.3,111.36,107.62,2015-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-11,9752,monthly,110.58,111.46,111.95,112.1,109.33,2015-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2015-12,9700,monthly,111.72,113.64,113.68,113.2,110.24,2015-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-01,7927,monthly,113.56,113.92,115.86,115.01,112.15,2016-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-02,8208,monthly,113.63,116.2,116.63,115.58,111.58,2016-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-03,17501,monthly,115.34,117.47,116.54,116.72,114.1,2016-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-04,5746,monthly,114.45,115.65,116.89,116.72,112.51,2016-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-05,6617,monthly,116.05,116.32,118.23,117.8,114.51,2016-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-06,8464,monthly,116.2,119.05,118.73,118.22,114.21,2016-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-07,8794,monthly,118.04,120.13,121.36,120.64,115.62,2016-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-08,8535,monthly,117.16,119.58,120.48,119.42,114.87,2016-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-09,8275,monthly,117.11,118.86,119.81,119.0,115.24,2016-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-10,8100,monthly,116.92,118.81,119.93,117.97,115.39,2016-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-11,8178,monthly,116.88,119.25,119.11,117.58,115.7,2016-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2016-12,8460,monthly,117.26,119.31,119.15,118.22,116.06,2016-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-01,6931,monthly,118.06,120.15,120.56,119.26,116.58,2017-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-02,7108,monthly,118.34,119.43,119.36,118.02,118.08,2017-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-03,8659,monthly,118.02,120.23,120.12,118.71,116.88,2017-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-04,7120,monthly,119.1,120.94,120.3,119.36,118.43,2017-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-05,7874,monthly,119.38,119.77,121.12,119.3,118.87,2017-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-06,9192,monthly,119.19,119.78,120.6,120.03,118.28,2017-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-07,8494,monthly,121.27,121.46,123.4,122.19,120.17,2017-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-08,8921,monthly,120.91,121.68,122.88,122.55,119.45,2017-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-09,8239,monthly,120.1,122.83,122.59,121.36,118.53,2017-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-10,7990,monthly,119.59,122.24,122.99,120.8,117.82,2017-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-11,7629,monthly,118.23,120.1,121.51,119.41,116.57,2017-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2017-12,7883,monthly,118.37,120.93,121.46,119.74,116.6,2017-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-01,6584,monthly,119.1,120.46,122.24,119.97,117.67,2018-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-02,6386,monthly,118.62,120.79,121.74,119.7,117.05,2018-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-03,7341,monthly,117.25,119.74,121.27,119.15,115.1,2018-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-04,6500,monthly,118.43,121.09,122.87,120.64,116.05,2018-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-05,6933,monthly,118.77,121.48,123.22,121.55,116.14,2018-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-06,8055,monthly,119.19,122.57,124.57,121.64,116.44,2018-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-07,8196,monthly,120.37,124.93,125.48,123.5,117.3,2018-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-08,8843,monthly,119.24,122.76,123.68,121.93,116.59,2018-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-09,7431,monthly,118.26,123.03,123.77,121.5,115.04,2018-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-10,7491,monthly,119.5,123.46,124.31,122.37,116.65,2018-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-11,7284,monthly,117.63,123.21,123.2,120.92,114.33,2018-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-12,5872,monthly,117.39,121.49,123.26,120.3,114.28,2018-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-01,,monthly,116.47,122.8,122.9,119.95,112.84,2019-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-02,,monthly,114.14,120.04,120.55,118.44,110.15,2019-02-01
